increase_frequency:1000,first_frequency:10,last_frequency:100
frequency,transmission_ep,receiving_ep
30,0.4692,0.0049
30,0.4692,0
30,0.4545,0
30,0.4839,0
30,0.4692,0
30,0.4643,0
30,0.4936,0
30,0.4839,0
30,0.4985,0
30,0.4936,0
30,0.5083,0.0049
30,0.523,0.0049
30,0.4985,0.0049
30,0.5327,0.0049
30,0.479,0.0049
30,0.4839,0.0049
30,0.5181,0
30,0.523,0.0049
30,0.4497,0.0049
30,0.4936,0.0049
30,0.5083,0.0049
30,0.5132,0
30,0.5034,0.0049
30,0.5034,0.0049
30,0.5181,0.0049
30,0.4399,0.0049
30,0.4839,0
30,0.479,0
30,0.479,0
30,0.5181,0
30,0.5132,0.0049
30,0.5279,0.0049
30,0.5132,0.0049
30,0.523,0
30,0.4936,0.0049
30,0.4985,0.0049
30,0.4936,0
30,0.4643,0.0049
30,0.4399,0.0098
30,0.4692,0
31.0kHz,,
31,0.5572,0.0147
31,0.5767,0.0147
31,0.5718,0.0196
31,0.5865,0.0196
31,0.6207,0.0196
31,0.6305,0.0244
31,0.6354,0.0244
31,0.6354,0.0244
31,0.5963,0.0196
31,0.65,0.0244
31,0.5865,0.0244
31,0.6158,0.0244
31,0.5767,0.0196
31,0.6012,0.0049
31,0.567,0.0196
31,0.6158,0.0196
31,0.5963,0.0196
31,0.6549,0.0244
31,0.6354,0.0147
31,0.6891,0.0244
31,0.6452,0.0293
31,0.6647,0.0244
31,0.5572,0.0196
31,0.5767,0.0293
31,0.5425,0.0147
31,0.5621,0.0147
31,0.5376,0.0147
31,0.5621,0.0098
31,0.5083,0.0293
31,0.523,0.0098
31,0.4888,0.0098
31,0.4985,0.0098
31,0.5083,0.0098
31,0.5034,0.0147
31,0.391,0.0049
31,0.3763,0
31,0.3372,0
31,0.3715,0
31,0.3812,0
31,0.435,0
31,0.4203,0
31,0.3128,0
31,0.4106,0
31,0.4154,0
31,0.4008,0
31,0.4154,0
31,0.3568,0.0049
31,0.3715,0
31,0.4203,0
31,0.3763,0
32.0kHz,,
32,0.5914,0.0293
32,0.6305,0.0391
32,0.6109,0.044
32,0.6256,0.0391
32,0.6158,0.044
32,0.6109,0.044
32,0.6207,0.044
32,0.6158,0.044
32,0.6354,0.0489
32,0.6012,0.044
32,0.6305,0.044
32,0.6158,0.044
32,0.6354,0.044
32,0.6061,0.0391
32,0.6305,0.0391
32,0.6256,0.0391
32,0.6158,0
32,0.6256,0.0391
32,0.6158,0.044
32,0.6403,0.0391
32,0.6158,0.044
32,0.6305,0.044
32,0.5963,0.044
32,0.6109,0.0391
32,0.5767,0.0196
32,0.8016,0.0489
32,0.9042,0.0587
32,0.7283,0.044
32,0.6696,0.0342
32,0.6158,0.0244
32,0.6452,0.0293
32,0.6452,0.0293
32,0.6794,0.0733
32,0.5767,0.0342
32,0.6158,0.0391
32,0.6061,0.044
32,0.6305,0.044
32,0.6158,0.044
32,0.6354,0.044
32,0.6061,0.0391
32,0.6305,0.044
32,0.6158,0.044
32,0.6403,0.0391
32,0.6061,0.044
32,0.6305,0.0391
32,0.6305,0.0391
32,0.6158,0.0342
32,0.6452,0.0342
32,0.6256,0.0147
32,0.6647,0.0391
33.0kHz,,
33,0.8749,0.0782
33,0.8456,0.0831
33,0.8847,0.0831
33,0.8504,0.0831
33,0.8798,0.088
33,0.8798,0.0831
33,0.8553,0.0831
33,0.8944,0.1026
33,0.9286,0.0831
33,0.8993,0.088
33,0.8553,0.0684
33,0.8944,0.0831
33,0.8798,0.088
33,0.8895,0.0831
33,0.9091,0.088
33,0.8847,0.088
33,0.8895,0.088
33,0.8798,0.088
33,0.8553,0.088
33,0.8993,0.088
33,0.8456,0.088
33,0.8895,0.088
33,0.8798,0.088
33,0.8651,0.088
33,0.9873,0.1124
33,0.8211,0.088
33,0.9091,0.088
33,0.8553,0.088
33,0.8993,0.088
33,0.8798,0.0831
33,0.8944,0.088
33,0.9091,0.088
33,0.87,0.088
33,0.8895,0.0831
33,0.87,0.088
33,0.87,0.0831
33,0.8993,0.0831
33,0.8798,0.0831
33,0.8993,0.0489
33,0.8895,0.088
33,0.9042,0.088
33,0.9286,0.0782
33,0.8065,0.0831
33,0.9042,0.088
33,0.8602,0.088
33,0.9042,0.088
33,0.87,0.088
33,0.8944,0.088
33,0.8847,0.088
33,0.8749,0.088
34.0kHz,,
34,1.0997,0.1222
34,1.1535,0.1466
34,1.1193,0.132
34,1.1144,0.1271
34,1.1632,0.132
34,1.1193,0.132
34,1.1144,0.1271
34,1.173,0.1369
34,1.1144,0.132
34,1.1535,0.1075
34,1.1193,0.132
34,1.1095,0.1271
34,1.1437,0.1662
34,1.1241,0.132
34,1.1193,0.132
34,1.1632,0.1515
34,1.1241,0.132
34,1.1241,0.132
34,1.0997,0.1662
34,1.1632,0.132
34,1.1486,0.1271
34,1.1339,0.1222
34,1.1241,0.132
34,1.1632,0.132
34,1.1339,0.0929
34,1.1193,0.1369
34,1.1584,0.1271
34,1.1144,0.1075
34,1.1486,0.132
34,1.1535,0.132
34,1.173,0.1369
34,1.1926,0.132
34,1.1486,0.1271
34,1.1486,0.1466
34,1.1632,0.132
34,1.1584,0.132
34,1.1632,0.1271
34,1.1779,0.132
34,1.1339,0.132
34,1.1437,0.1417
34,1.2463,0.132
34,1.0997,0.1271
34,1.1632,0.132
34,1.1339,0.1222
34,1.1437,0.1271
